year,month,disaster_type,country,latitude,longitude,casualties,economic_loss_usd
2022,10.0,Water,Nigeria,7.686988836547131,8.197531125254041,14,0.0
2022,11.0,Road,Guinea,9.832302190057263,-9.46208299280189,24,0.0
2022,11.0,Fire (Miscellaneous),Maldives,2.5352947065353506,72.70697643451933,10,0.0
2022,11.0,Mass movement (wet),Italy,41.43649340624742,13.586072529932594,12,0.0
2022,8.0,Epidemic,Cameroon,7.005675026226102,13.441292413637925,295,0.0
2022,12.0,Mass movement (wet),Malaysia,3.883160576010124,101.94707852710054,33,0.0
2024,2.0,Drought,Zambia,-14.259536439952159,28.61792524145733,0,2261.0
2022,5.0,Collapse (Industrial),Iran (Islamic Republic of),33.89883301307494,54.066328337156335,36,0.0
2022,5.0,Miscellaneous accident (General),Nigeria,9.053819037562997,7.467299668994997,31,0.0
2022,5.0,Flood,Bangladesh,23.691312513763936,91.51556839257024,141,495741.0
2022,6.0,Road,Pakistan,31.665240312554886,68.89334958925598,22,0.0
2022,7.0,Wildfire,Greece,40.41347645208526,20.867159138176145,0,0.0
2022,7.0,Road,Egypt,25.551843013103877,29.99982196340512,22,0.0
2022,6.0,Flood,Yemen,16.413932622306934,48.452472234197245,0,0.0
2022,7.0,Flood,Afghanistan,33.511647438045834,68.43119090809813,13,0.0
2022,7.0,Explosion (Miscellaneous),Nigeria,8.47996001707286,9.630195270556582,13,0.0
2022,7.0,Water,Bahamas,24.214625134631106,-77.51941954398758,17,0.0
2022,8.0,Gas leak,India,19.848248825217727,78.152353226235,0,0.0
2022,7.0,Mass movement (wet),Nepal,29.248108713821058,85.48650330456076,22,0.0
2022,8.0,Fire (Miscellaneous),Thailand,14.903399011265682,101.6614854494187,25,0.0
2022,8.0,Flood,Afghanistan,33.66545272164998,67.74996950513203,156,0.0
2022,8.0,Mass movement (wet),Cameroon,6.017412835372387,12.141953754130427,5,0.0
2022,8.0,Road,Pakistan,31.171702686213635,70.29203849936256,20,0.0
2022,8.0,Water,Venezuela (Bolivarian Republic of),7.730281083743642,-67.2523320759683,40,0.0
2022,8.0,Road,Türkiye,39.00328395198806,35.018073328794955,19,0.0
2022,8.0,Road,Russian Federation,62.454904521619945,106.3138000112266,16,0.0
2022,8.0,Flood,Sierra Leone,9.20300479417357,-12.619506158376295,12,0.0
2022,9.0,Storm,Republic of Korea,36.67532825298598,127.09203543982947,12,0.0
2022,9.0,Road,Nigeria,7.799262979192155,9.277889054704117,20,0.0
2022,9.0,Storm,Guadeloupe,17.207441445440086,-61.96922687487943,1,0.0
2022,9.0,Storm,Cambodia,13.16895198207558,104.78689553263227,16,0.0
2022,9.0,Miscellaneous accident (General),Viet Nam,12.88925421707757,109.18176750791032,12,0.0
2022,,Epidemic,Nigeria,10.450968406738717,9.383326126766672,178,0.0
2022,10.0,Explosion (Industrial),Türkiye,38.01405952199168,36.57622167993466,41,0.0
2022,10.0,Water,Indonesia,-0.6968251390357004,112.80204771899342,14,0.0
2022,9.0,Flood,Congo,0.2076148691994024,15.26656845439363,0,0.0
2022,11.0,Fire (Miscellaneous),State of Palestine,30.646175535033944,35.22353222828567,21,0.0
2022,11.0,Road,Pakistan,29.95543398046847,68.92678284123775,20,0.0
2022,11.0,Flood,Panama,9.341479459475309,-80.85911411950946,0,0.0
2022,12.0,Explosion (Industrial),Indonesia,-0.1263949601758202,115.22149157934707,10,0.0
2022,12.0,Fire (Miscellaneous),France,46.42968532702602,2.7411302968495037,10,0.0
2020,3.0,Flood,Timor-Leste,-7.577988412498171,125.243678885079,3,24241.0
2022,5.0,Water,Myanmar,20.59703310470389,95.87467691198896,26,0.0
2022,4.0,Epidemic,United Republic of Tanzania,-6.398569739083522,34.50637933514086,4,0.0
2022,5.0,Air,Nepal,28.62774022807577,84.06003332081843,22,0.0
2022,6.0,Road,United States of America,36.765930447472854,-94.25793822043752,53,0.0
2022,6.0,Collapse (Miscellaneous),Colombia,4.492134445632873,-74.74354555036722,4,0.0
2022,6.0,Road,India,20.252811748313427,78.22315632943607,22,0.0
2022,6.0,Extreme temperature,Japan,36.58006332646719,136.85099024897085,80,0.0
2022,6.0,Flood,Georgia,41.98619628848215,44.2414675298579,0,0.0
2022,7.0,Air,Mexico,24.214127447034446,-102.28171353660981,14,0.0
2022,7.0,Water,Pakistan,29.71465768994587,70.44323419759978,46,0.0
2022,7.0,Collapse (Industrial),China,34.81285680374833,103.22731716911356,10,0.0
2022,7.0,Flood,Russian Federation,62.1254801757932,105.87208406556782,1,0.0
2022,7.0,Flood,Thailand,16.971120391771358,101.76915137297085,2,0.0
2022,8.0,Road,Côte d’Ivoire,6.087314313388789,-6.558485036698159,21,0.0
2022,8.0,Fire (Industrial),Cuba,22.88391342509562,-76.52297123645133,16,0.0
2022,8.0,Flood,Lao People's Democratic Republic,19.84431771111202,103.7165182646806,1,0.0
2022,4.0,Epidemic,Zimbabwe,-20.005478426118632,30.35330595686116,750,0.0
2022,9.0,Flood,Nepal,29.144868662040757,83.61223316794846,15,0.0
2022,9.0,Road,Iraq,32.23947172809229,43.42334843744596,11,0.0
2022,9.0,Storm,Puerto Rico,17.537142401218883,-66.46413370455397,25,2679683.0
2022,10.0,Miscellaneous accident (General),Indonesia,-0.7228795594067593,113.15243818243098,135,0.0
2022,10.0,Road,Guatemala,14.323115532541433,-89.35974103119422,17,0.0
2022,10.0,Flood,Indonesia,-1.4343891839735359,112.69564420769777,10,0.0
2022,9.0,Epidemic,Ethiopia,9.935747395906821,39.61148384432923,271,0.0
2022,10.0,Water,Cambodia,14.020130510551922,105.62611860101269,11,0.0
2022,10.0,Road,Colombia,5.434465372370015,-73.84072469610847,20,0.0
2022,10.0,Storm,Taiwan (Province of China),23.33905800412258,120.66174124904063,0,429.0
2022,10.0,Flood,Indonesia,-0.1731565923411723,114.02757708416762,5,0.0
2022,10.0,Fire (Miscellaneous),Uganda,2.326052173553977,31.699913692601683,11,0.0
2022,10.0,Miscellaneous accident (General),Democratic Republic of the Congo,-2.5908217009908276,22.48353814219122,11,0.0
2022,11.0,Air,United Republic of Tanzania,-7.142610724302764,33.50540906523147,19,0.0
2022,11.0,Road,Egypt,25.940640321258215,30.20060759789664,20,0.0
2022,11.0,Flood,Democratic Republic of the Congo,-4.355767385830005,21.628004747742047,32,0.0
2022,11.0,Mass movement (wet),Cameroon,5.947393650733372,12.950375052946946,14,0.0
2022,11.0,Fire (Miscellaneous),China,35.29620556343192,105.4884961222751,10,0.0
2022,11.0,Road,Nigeria,9.282161908242708,7.326583754541407,37,0.0
2022,11.0,Flood,Indonesia,-0.9649414672595925,113.67604443756291,1,0.0
2022,12.0,Rail,Spain,41.351074274794705,-2.4679973973654765,0,0.0
2022,12.0,Water,Thailand,14.890196022974738,99.88671428292218,29,0.0
2024,4.0,Extreme temperature,Japan,36.52914668602314,138.66566345471543,123,0.0
2024,6.0,Flood,Benin,9.073029921369685,2.057954030670254,0,0.0
2024,5.0,Drought,Namibia,-24.12428826121357,17.48932119515535,0,0.0
2019,3.0,Flood,Angola,-12.284323979906729,16.958346098433775,19,0.0
2019,3.0,Flood,Paraguay,-22.357655020880173,-58.275460295629095,1,0.0
2018,2.0,Storm,Samoa,-13.837053865088228,-172.49460806914757,0,0.0
2018,1.0,Extreme temperature,India,21.174324137693368,79.28207095517851,44,0.0
2020,10.0,Storm,Philippines,13.181808977426034,121.46888935911917,31,610011.0
2018,2.0,Flood,Malawi,-14.926,34.367,0,0.0
2020,11.0,Flood,Congo,-1.6280965855598963,15.25993698455045,0,0.0
2022,11.0,Flood,Brazil,-14.253358605266246,-53.17200600417453,10,0.0
2020,12.0,Volcanic activity,Indonesia,0.11268329015476908,113.97422216735087,0,0.0
2021,4.0,Glacial lake outburst flood,India,20.719218896465243,80.03655375484556,16,0.0
2018,2.0,Flood,Malawi,-10.351,33.847,1,0.0
2018,1.0,Flood,Paraguay,-25.312,-57.599,0,0.0
2018,3.0,Storm,United States of America,37.030081523485315,-96.8960614777238,9,2873219.0
2020,11.0,Storm,India,19.43825032939114,80.15741179741457,14,727223.0
2020,11.0,Flood,New Zealand,-40.77449726980798,175.32988152636273,0,86055.0
2020,12.0,Flood,Malaysia,3.4717196803217765,102.06701343881511,0,0.0
2020,10.0,Storm,Australia,-25.665337162168868,133.64640838638505,0,1454445.0
2019,,Drought,Argentina,-37.94858494788196,-63.51611294146187,8,0.0
2021,4.0,Flood,Brazil,-14.271349970701582,-51.00611963362702,0,46306.0
2019,4.0,Storm,Pakistan,30.83809214488743,69.91981891783661,39,0.0
2019,4.0,Flood,Indonesia,-0.3736817388888113,113.51595564454978,2,0.0
2018,1.0,Flood,Malaysia,3.659,102.337,2,0.0
2018,5.0,Mass movement (wet),Rwanda,-1.1447400841375173,30.561987945221865,18,34978.0
2018,3.0,Flood,Russian Federation,52.883,84.596,2,0.0
2018,3.0,Flood,Kenya,0.12149682026587312,39.20020825636303,15,0.0
2018,3.0,Flood,Indonesia,-1.6638031531808473,112.53062972009178,3,0.0
2018,4.0,Storm,India,21.331516019626548,78.46176399090487,42,124923.0
2019,4.0,Flood,South Africa,-31.026443626201083,23.04366122447939,73,61349.0
2019,5.0,Wildfire,South Sudan,6.81605574978779,31.47279915581296,50,0.0
2020,2.0,Flood,Brazil,-13.76687500199347,-50.70591058305256,5,60602.0
2018,5.0,Storm,Somalia,5.495918465600351,46.67895124382771,53,0.0
2018,5.0,Volcanic activity,United States of America,36.73243911312986,-95.2886294897988,0,624613.0
2018,6.0,Storm,India,19.894671080199707,78.55669487612698,61,62461.0
2018,6.0,Flood,Viet Nam,13.754234047269575,107.74301790526455,33,28732.0
2018,6.0,Flood,India,21.091901098057217,79.43750932471274,52,0.0
2018,5.0,Storm,United States of America,35.62770209740149,-95.67603079608233,5,1811377.0
2018,5.0,Flood,Tajikistan,37.632802698861035,72.14838170478751,6,0.0
2018,7.0,Flood,Puerto Rico,18.673112941332956,-66.88312611985826,0,0.0
2018,7.0,Storm,Viet Nam,12.57925257986335,108.03559424356341,34,274830.0
2018,9.0,Storm,Japan,36.992213011098634,139.71687664401233,4,5621515.0
2018,8.0,Flood,Ghana,9.538,-1.066,34,0.0
2020,,Drought,Mali,17.925636666433913,-3.32011899121279,0,0.0
2018,7.0,Storm,Lao People's Democratic Republic,20.26019435371634,101.8792583353511,0,0.0
2019,9.0,Flood,Niger,17.456090219968633,8.72145866307739,52,0.0
2019,9.0,Flood,Chad,14.955947600950472,17.369707244405827,0,0.0
2019,9.0,Storm,Republic of Korea,35.81163323583336,128.21568664072007,3,0.0
2021,1.0,Flood,Bolivia (Plurinational State of),-14.958363422368988,-62.330618190525186,10,0.0
2021,2.0,Flood,Mozambique,-18.15159609176773,35.66068962989997,0,0.0
2021,2.0,Storm,Australia,-26.177950980379,132.64252753553154,0,179436.0
2021,3.0,Flood,Algeria,28.0114889616484,1.91973235178042,10,0.0
2021,3.0,Flood,Brazil,-13.011422434160984,-51.03867149418693,0,0.0
2019,10.0,Flood,India,21.879338525950885,79.06494327806895,12,0.0
2019,10.0,Flood,Japan,36.739,140.269,10,0.0
2019,9.0,Storm,Japan,36.03809009296731,136.91030359164418,0,0.0
2021,4.0,Storm,Indonesia,0.15644784164451042,114.58599759444162,226,926123.0
2019,1.0,Flood,Indonesia,-1.919130313456101,112.63061288612975,2,0.0
2019,9.0,Flood,Sri Lanka,8.390083255927951,79.96254012947793,1,0.0
2019,7.0,Flood,China,37.33313602407152,103.9581567119199,0,386502.0
2019,10.0,Storm,Republic of Korea,35.524140715499115,129.0659199856495,15,678525.0
2021,4.0,Flood,Angola,-11.008137676134263,17.706078906005775,14,0.0
2021,5.0,Earthquake,China,25.761,100.011,3,597349.0
2019,10.0,Wildfire,United States of America,36.08708262729821,-96.55453705444994,0,1595086.0
2020,1.0,Storm,Türkiye,38.05307485822514,33.842940986489324,2,0.0
2020,2.0,Storm,Ireland,52.325810003640534,-7.882657981903742,0,0.0
2021,8.0,Flood,New Zealand,-39.519840205488876,174.0045583306038,0,65986.0
2021,4.0,Flood,Haiti,19.935667718940188,-73.3024696271753,7,0.0
2020,3.0,Flood,Rwanda,-1.994,29.863,3,0.0
2020,5.0,Flood,French Guiana,4.502359390205429,-54.17069356367301,0,0.0
2020,5.0,Flood,Rwanda,-2.0021243609982218,30.528827958112043,8,0.0
2019,9.0,Flood,Senegal,15.52,-15.516,6,0.0
2021,3.0,Flood,Indonesia,-0.040120899315330694,115.12650754461076,0,0.0
2019,1.0,Flood,Bolivia (Plurinational State of),-17.005493265082006,-62.95446330105738,0,0.0
2021,4.0,Volcanic activity,Saint Vincent and the Grenadines,13.097351582565295,-61.172779697567194,0,376237.0
2018,10.0,Storm,Italy,42.479124669834285,12.280229267945664,12,1374148.0
2018,10.0,Storm,Northern Mariana Islands,17.168437971955317,144.23719110133612,2,0.0
2018,6.0,Wildfire,United States of America,38.426391162172344,-94.65340290003799,88,20612221.0
2018,11.0,Mass movement (wet),Brazil,-12.755712519507217,-50.43936792460983,15,0.0
2021,3.0,Earthquake,China,41.816,81.164,3,144707.0
2021,3.0,Flood,Brazil,-13.977792761665356,-51.32529523916998,1,0.0
2021,4.0,Earthquake,Iran (Islamic Republic of),29.787,50.669,0,0.0
2021,4.0,Earthquake,India,26.781,92.457,2,0.0
2021,11.0,Flood,United States of America,35.77578704790348,-96.95978333340032,1,231531.0
2018,1.0,Extreme temperature,Mongolia,48.21884550811947,102.661351980401,0,0.0
2018,3.0,Flood,Albania,40.866,19.941,0,0.0
2021,12.0,Storm,United States of America,37.925155946599574,-96.28165744852839,5,2199541.0
2022,1.0,Flood,Peru,-9.110627732158466,-75.78552573936759,1,0.0
2022,2.0,Wildfire,Central African Republic,7.020826713532288,20.979347229352438,0,0.0
2021,12.0,Flood,Indonesia,0.05802425741359085,114.08352272293183,0,0.0
2023,4.0,Storm,United States of America,36.98241109206887,-96.88102665288974,5,2985536.0
2023,7.0,Storm,Russian Federation,62.48388300605118,106.40505661064203,10,0.0
2018,3.0,Flood,Belarus,52.2752604355881,28.99826319378226,0,0.0
2018,4.0,Storm,Fiji,-18.689495320137937,177.39631779288362,7,12492.0
2019,1.0,Flood,Uruguay,-31.58592285700209,-54.61110719317937,0,0.0
2022,2.0,Storm,France,45.506426893660965,3.2762857080440897,0,0.0
2022,11.0,Earthquake,Indonesia,-6.853,107.095,334,0.0
2020,4.0,Flood,Angola,-9.139,14.201,30,0.0
2020,5.0,Flood,Uganda,0.5096743744383495,33.44219565051846,3,0.0
2020,5.0,Flood,Guatemala,14.959366414146167,-91.1974929843694,3,0.0
2020,4.0,Flood,Canada,55.998312200924744,-106.82035289347569,1,1575649.0
2018,8.0,Flood,Mali,18.05982989839733,-5.262456297036438,0,0.0
2018,11.0,Flood,Paraguay,-23.803003667085232,-57.6801651538626,0,0.0
2018,12.0,Volcanic activity,Vanuatu,-16.643312798834856,166.7398393034696,0,0.0
2020,6.0,Storm,Brazil,-13.453658417922052,-51.455425919712596,12,121204.0
2021,2.0,Storm,Mexico,23.73619446686376,-103.84626194858654,12,115765.0
2018,1.0,Road,Peru,-9.46962553342874,-76.47837979924046,51,0.0
2018,1.0,Rail,South Africa,-30.849470315853054,23.535189753536187,19,0.0
2018,1.0,Road,Guinea-Bissau,12.083617594026212,-16.305020462341396,18,0.0
2018,1.0,Water,Libya,25.565064522508763,15.987297898945652,25,0.0
2018,1.0,Storm,Madagascar,-18.815706665455064,47.56913052803835,73,0.0
2018,1.0,Road,Brazil,-14.924948810205283,-52.03469405799987,13,0.0
2018,1.0,Water,China,34.887991865010584,103.09863553075502,32,0.0
2018,1.0,Air,Colombia,5.886371220070056,-74.55845371756982,10,0.0
2018,1.0,Road,Kazakhstan,48.54394195190014,68.19310106995138,52,0.0
2018,1.0,Volcanic activity,Indonesia,-1.5004699414172424,114.82660494160145,0,0.0
2018,1.0,Volcanic activity,Papua New Guinea,-4.923482295806135,142.47020710520178,0,0.0
2018,1.0,Collapse (Industrial),Colombia,3.4687418214315597,-73.45034113871854,10,0.0
2018,1.0,Water,Curaçao,12.721566577150352,-68.66432326286257,24,0.0
2018,1.0,Water,Libya,25.13454396259791,16.54475001706998,100,0.0
2018,1.0,Rail,South Africa,-30.27128652691673,24.091644627047888,0,0.0
2018,1.0,Fire (Industrial),India,19.175170952542196,79.51092057693894,17,0.0
2018,1.0,Road,Türkiye,37.982983578107024,36.37589001520785,11,0.0
2018,1.0,Storm,Poland,52.1117528789275,20.30951670183714,0,0.0
2018,1.0,Fire (Miscellaneous),Republic of Korea,35.42105619276748,127.79431789005798,37,0.0
2018,1.0,Road,Algeria,29.176823699855127,2.750484012439326,14,0.0
2018,1.0,Water,Russian Federation,60.21340013863593,104.88820950033,20,0.0
2018,1.0,Fire (Miscellaneous),Portugal,39.86335887359707,-8.66864503088859,11,0.0
2018,2.0,Air,Iran (Islamic Republic of),31.751875199387044,54.24938126829294,66,0.0
2018,2.0,Air,Mexico,25.036231202017355,-102.99525588733202,14,0.0
2018,2.0,Explosion (Miscellaneous),India,19.358110147888006,79.75629469099142,18,0.0
2018,2.0,Mass movement (wet),Mozambique,-17.341116553802383,36.46675480142918,17,0.0
2018,2.0,Road,Libya,27.52801511446269,15.910319469115786,19,0.0
2018,2.0,Road,Nigeria,9.85575334290867,9.220159339589488,22,0.0
2018,1.0,Extreme temperature,Nepal,27.675671952396698,84.05019489360728,50,0.0
2018,2.0,Road,Peru,-8.387361670405635,-76.39924340845359,45,0.0
2018,2.0,Earthquake,Papua New Guinea,-6.149,142.766,145,76203.0
2018,2.0,Air,Russian Federation,60.81033836620082,105.42323914240438,71,0.0
2018,2.0,Road,"China, Hong Kong Special Administrative Region",20.863690144759865,115.6167293126505,19,0.0
2018,2.0,Water,Libya,25.802109359800948,16.830256449489852,90,0.0
2018,2.0,Extreme temperature,Czechia,49.37798395365984,16.677712843881558,3,0.0
2018,2.0,Extreme temperature,Estonia,57.16495762336323,24.695212842128512,7,0.0
2018,2.0,Extreme temperature,France,45.743660248028306,3.215029771829577,3,0.0
2018,2.0,Extreme temperature,Italy,41.44477750835167,12.206395298279995,1,0.0
2018,2.0,Extreme temperature,Lithuania,56.598837666365945,23.3761366588255,5,0.0
2018,2.0,Extreme temperature,Poland,50.540413775827126,19.07486713892085,9,0.0
2018,2.0,Extreme temperature,Romania,46.643164442812136,25.065971728875006,2,0.0
2018,2.0,Flood,Malaysia,3.133,3.659,0,0.0
2018,1.0,Water,Kiribati,-3.7149834917839284,-167.2864506575543,80,0.0
2018,2.0,Fire (Miscellaneous),Japan,36.17569302850836,136.96075176684377,11,0.0
2018,2.0,Rail,Egypt,28.279959569862978,29.462805338545405,12,0.0
2018,2.0,Water,Democratic Republic of the Congo,-3.3552337910960484,22.83302231389221,14,0.0
2018,2.0,Epidemic,Uganda,0.37185439528437314,31.270778610715546,31,0.0
2018,1.0,Epidemic,Nigeria,10.371519620471418,7.541217421456343,90,0.0
2018,3.0,Road,India,20.425189727367457,79.92585076957428,30,0.0
2018,3.0,Fire (Miscellaneous),Azerbaijan,39.91992656569318,48.42410515115823,25,0.0
2018,3.0,Water,Libya,24.890234657207742,16.796081415759573,21,0.0
2018,3.0,Road,Guinea-Bissau,13.193151011868737,-16.60961849783462,11,0.0
2018,3.0,Air,Nepal,29.154160578265213,84.4844042524433,51,0.0
2018,3.0,Air,Iran (Islamic Republic of),32.35775709745245,54.053259711943696,11,0.0
2018,3.0,Water,Greece,38.179807120154535,22.694906086092427,16,0.0
2018,3.0,Air,Philippines,13.839131542924644,122.20329112523304,10,0.0
2018,3.0,Road,Mozambique,-18.08043505223459,34.533469653538255,23,0.0
2018,3.0,Fire (Miscellaneous),Russian Federation,62.17971883881917,104.07153683188459,64,0.0
2018,3.0,Road,United Republic of Tanzania,-5.63841720440034,34.4248993775699,24,0.0
2018,3.0,Road,Ecuador,-3.2775409963248423,-77.58314974085592,12,0.0
2018,3.0,Fire (Miscellaneous),Viet Nam,13.96286650029301,107.25721360375604,13,0.0
2018,3.0,Road,Thailand,17.122510533766928,102.11567079227652,18,0.0
2018,3.0,Road,Türkiye,40.17090325825666,33.79842042677879,17,0.0
2018,3.0,Road,Thailand,14.750093019840742,101.10302696540337,20,0.0
2018,3.0,Collapse (Miscellaneous),Pakistan,30.225001324739544,70.26869697249253,11,0.0
2018,4.0,Road,Kuwait,27.93675924105881,48.29558996888639,15,0.0
2018,4.0,Road,United Republic of Tanzania,-7.3176358780595265,33.656595689186005,12,0.0
2018,4.0,Air,Algeria,28.249900551867608,2.7322499848612685,257,0.0
2018,4.0,Road,Kenya,-1.4542533430336277,38.1675631503515,17,0.0
2018,4.0,Road,India,19.99847540236398,78.6368001039937,18,0.0
2018,4.0,Road,India,19.682466359134537,78.55975942243222,30,0.0
2018,4.0,Road,Canada,56.369727714004775,-106.79767316087847,16,0.0
2018,4.0,Water,China,36.83695677012125,104.83028919330417,17,0.0
2018,4.0,Road,Democratic People's Republic of Korea,39.50972570012981,127.82698896520631,36,0.0
2018,4.0,Storm,Bangladesh,23.651556167656675,89.27130623773793,33,0.0
2018,4.0,Explosion (Industrial),Indonesia,-1.903817834900443,114.58653858665615,21,0.0
2018,5.0,Road,India,20.452963252528594,78.01013495002523,13,0.0
2018,5.0,Air,Cuba,22.663282658630997,-77.36212582221503,112,0.0
2018,5.0,Storm,Djibouti,10.905440566407924,42.741275129975335,2,0.0
